Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng
"Khi vận chuyển, treo, tháo công tơ và các TBĐĐĐN, nhân viên thừa hành nhiệm vụ phải?","Có biện pháp tránh va đập, rung, xóc dẫn đến sai số và hư hỏng công tơ, thiết bị; Chú ý xếp công tơ không để làm đứt chì niêm kiểm định.","Chú ý xếp công tơ không để làm đứt chì niêm kiểm định.","Có biện pháp che chắn không để nước mưa làm ướt công tơ khi vận chuyển; Chú ý xếp công tơ không để làm đứt chì niêm kiểm định.","Có biện pháp tránh va đập, rung, xóc dẫn đến sai số và hư hỏng công tơ, thiết bị; Chú ý xếp công tơ không để làm đứt chì niêm kiểm định; Có biện pháp che chắn không để nước mưa làm ướt công tơ khi vận chuyển","D"
"Máy biến dòng điện đo lường là thiết bị dùng để biến đổi?","Dòng điện có giá trị cao thành dòng điện có giá trị tiêu chuẩn để sử dụng cho thiết bị đo đếm và bảo vệ","Điện áp cao thành điện áp hạ thế để sử dụng cho thiết bị đo đếm","Dòng điện cao thế xuống dòng điện hạ thế","Không có đáp án nào đúng","A"
"Giá trị tháng-năm trên má dấu kiểm định và tem kiểm định trên công tơ thể hiện?","Thời điểm kiểm định","Thời điểm hết hạn kiểm định","Thời điểm cần kiểm tra lại công tơ","Không có đáp án nào đúng","B"
"Hiện nay EVNHANOI sử dụng loại công tơ điện tử đo đếm 2 chiều nào cho đối tượng khách hàng nào?","Khách hàng có HĐMBĐ cả 2 chiều.","Khách hàng có nhu cầu mua điện.","Khách hàng nào cũng lắp được.","Khách hàng có sản lượng tiêu thụ điện lớn.","A"
"Dây nhị thứ trong mạch đo đếm điện năng được phép nối dây bằng cách nào sau đây?","Văn xoắn","Tại hàng kẹp đấu dây","Dùng ốc vít","Buộc nút","B"
"Khi thứ cấp của CT bị hở mạch thì CT bị cháy vì?","Điện áp trên hai cực thứ cấp của CT quá cao","Quá tải sơ cấp của CT","Tự phát nhiệt","Quá tải thứ cấp của CT","C"
"Khi thứ cấp của VT bị ngắn mạch thì VT bị cháy vì?","Điện áp trên hai cực thứ cấp của VT quá cao","Quá tải sơ cấp của VT","Tự phát nhiệt","Quá tải thứ cấp của VT","D"
"Công tơ xoay chiều kiểu điện tử là thiết bị cho phép đo đếm?","Mọi dạng điện năng (một chiều và xoay chiều)","Điện năng dạng xoay chiều","Điện năng dạng một chiều","Điện năng dạng xoay chiều có thông số phù hợp với công tơ đó","D"
"Công tơ điện tử loại 3 pha 3 phần tử đo đếm gián tiếp hạ thế (3 pha cân bằng) bị mất điện áp 1 pha, khi đó?","Công tơ đo đếm được 1/3 sản lượng","Công tơ đo đếm được 2/3 sản lượng","Công tơ đo đếm đủ sản lượng","Công tơ đo đếm được 1/2 sản lượng","B"
"Tất cả các máy biến điện áp đo lường (VT) phải luôn luôn làm việc ở chế độ nào?","Luôn luôn làm việc ở chế độ ngắn mạch","Luôn luôn làm việc ở chế độ hở mạch","Luôn luôn làm việc ở chế độ hở mạch mạch và ngắn mạch","Không có đáp án nào đúng","B"
"Khi đấu nối công tơ 3 pha điện tử cần phải thực hiện kiểm tra?","Dòng điện, điên áp các pha","Cực tính mạch dòng điện","Thứ tự pha","Dòng điện, điên áp các pha; Cực tính mạch dòng điện; Thứ tự pha","D"
"Phía thứ cấp của máy biến điện áp dùng cho đo lường thường được nối đất ở một điểm để?","Giữ cho điện áp ba pha luôn đối xứng","Để thuận lợi cho việc khiểm tra mạch đo lường","Để an toàn cho con người khi làm việc với thiết bị đo","Để máy biến điện áp luôn đạt cấp chính xác","C"
"Trong hệ thống đếm điện năng bao gồm có các sai số của các phương tiện đo nào làm ảnh hưởng đến sai số của phép đo (bỏ qua điện trở dây dẫn và điều kiện môi trường)?","Sai số của công tơ","Sai số của công tơ và VT","Sai số của CT và VT","Sai số của công tơ và VT và CT","D"
"Xây dựng sơ đồ vectơ trong mạch đo lường nhằm mục đích?","Xác định tính chất của phụ tải","Xác định cấp chính xác của công tơ","Kiểm tra tính chính xác của sơ đồ đấu dây","Xác định sai số của công tơ","C"
"Tỷ số biến của máy biến điện áp được tính theo công thức?","Ku =U1/U2=W1/W2","Ku =U2/U1=W1/W2","Ku =U2/U1=W2/W1","Ku =U2/U1=W1/W2","A"
"Căn cứ để xác định hạn kiểm định của thiết bị đo đếm điện (công tơ, biến dòng điện đo lường, biến điện áp đo lường)?","Ngày treo lên lưới để vận hành","Vào tem kiểm định","Vào ngày nhập kho","Chì kiểm định, tem kiểm định trên thiết bị hoặc giấy chứng nhận kiểm định","D"
"Trước khi treo thiết bị đo đếm lên lưới phải thực hiện?","Phải kiểm tra sự toàn vẹn, thời hạn kiểm định, các thông số của thiết bị đo đếm phù hợp với thiết kế lắp đặt được phê duyệt.","Phải kiểm tra sự toàn vẹn, thời hạn kiểm định, các thông số của thiết bị đo đếm phù hợp với thiết kế lắp đặt được phê duyệt, thông tin dữ liệu của thiết bị đã cập nhật đầy đủ, chính xác trên chương trình CMIS.","Kiểm tra thông tin dữ liệu của thiết bị đã cập nhật đầy đủ, chính xác trên chương trình CMIS.","Phải kiểm tra sự toàn vẹn, thời hạn kiểm định, các thông số của thiết bị đo đếm phù hợp với thiết kế lắp đặt được phê duyệt, thông tin dữ liệu của thiết bị đã cập nhật đầy đủ, chính xác trên chương trình FMIS.","B"
"Tất cả các máy biến dòng điện đo lường (CT) phải luôn luôn làm việc ở chế độ nào?","Luôn luôn làm việc ở chế độ ngắn mạch","Luôn luôn làm việc ở chế độ hở mạch","Luôn luôn làm việc ở chế độ hở mạch mạch và ngắn mạch","Không có đáp án nào đúng","A"
"Treo tháo đổi loại công tơ từ 1 giá sang 3 giá cần phải thực hiện thao tác nào?","Cập nhật kết quả kiểm tra và thay đổi thông tin khách hàng","Thay đổi thỏa thuận giá bán điện","Thay đổi thông tin điểm đo","Cập nhật vị trí điểm đo","B"
"Chì kiểm định được thay thế định kỳ","Một tháng một lần","Một quý một lần","Sáu tháng một lần","Một năm một lần","A"
"Chì niêm phong được Tổng Công ty thay thế định kỳ như thế nào?","Một tháng một lần","Một quý một lần","Sáu tháng một lần","Một năm một lần","D"
"Quyết định giao kìm niêm phong hộp đấu dây công tơ được giao bởi?","Đội phó/Đội trưởng Đội quản lý khách hàng","Phó Giám đốc đơn vị/Giám đôc đơn vị","Phó phòng Kinh doanh đơn vị/Trưởng phòng Kinh doanh đơn vị","Phó Tổng giám đốc/ Tổng giám đốc","B"
"Nghiêm cấm việc các đơn vị phân công nhân viên kẹp chì niêm phong hệ thống đo đếm điện năng trực thuộc các đội quản lý khách hàng làm kiêm nhiệm các công tác như?","Ghi chỉ số công tơ; Quản lý khách hàng","Quản lý khách hàng; Thu tiền điện","Thu tiền điện; Ghi chỉ số công tơ","Ghi chỉ số công tơ; Quản lý khách hàng; Thu tiền điện","D"
"Các đơn vị quyết toán số lượng chì niêm đã sử dụng, chì thu hồi, chì hỏng, không sử dụng được với Tổng Công ty (Ban Vật tư), trong thời gian?","Hàng tuần","Hàng tháng","Hàng quý","Hàng năm","C"
"Hệ thống đo đếm điện năng (HTĐĐĐN) bao gồm?","Công tơ điện, máy biến dòng điện đo lường (CT) máy biến điện áp đo lường (VT), mạch đo và các thiết bị, phụ kiện đi kèm","Công tơ điện, máy biến dòng điện đo lường (TI) máy biến điện áp đo lường (CT)","Công tơ điện, máy biến dòng điện đo lường (CT) máy biến điện áp đo lường (VT), mạch đo","Công tơ điện, máy biến dòng điện đo lường (CT) máy biến điện áp đo lường (VT) và các thiết bị, phụ kiện đi kèm","A"
"Trường hợp có nhu cầu kiểm định các thiết bị của HTĐĐĐN (VT, CT hoặc công tơ điện tử) đang lắp đặt trên lưới","Các đơn vị phải gửi đăng ký nhu cầu và phối hợp với Công ty Thí nghiệm điện Điện lực Hà Nội để thực hiện.","Các đơn vị phải gửi đăng ký nhu cầu và phối hợp với Ban Kinh doanh để thực hiện.","Các đơn vị phải gửi đăng ký nhu cầu và phối hợp với Tổng Công ty để thực hiện.","Các đơn vị phải gửi đăng ký nhu cầu và phối hợp với Ban Vật tư để thực hiện.","A"
"Định kỳ cán bộ công nhân viên làm công tác kiểm định, lắp đặt và quản lý HTĐĐĐN phải được đào tạo, bồi huấn và sát hạch chuyên môn nghiệp vụ đo lường điện, Quy trình kỹ thuật an toàn điện và Quy trình kinh doanh điện năng","Hàng năm","3 năm 1 lần","2 năm 1 lần","6 tháng 1 lần","A"
"Công tơ chưa sử dụng phải được bảo quản như thế nào?","Bảo quản trong kho trong nhà, tránh ánh sáng trực tiếp","Bảo quản trong kho, sắp xếp gọn gàng, khoa học","Bảo quản trong kho, tại vị trí khô ráo, tránh ẩm ướt","Bảo quản trong kho, có điều kiện nhiệt độ và độ ẩm theo tiêu chuẩn quy định","D"
"Trường hợp không thu thập được số liệu của công tơ, các đơn vị phải khắc phục xong trong vòng bao lâu?","Trong thời 24h","Trong thời 48h","Trong 03 ngày làm việc","Trong 07 ngày làm việc","B"
"Trong thời gian bao nhiêu ngày làm việc kể từ khi khách hàng có yêu cầu kiểm tra TBĐĐ, Đơn vị Điện lực thực hiện kiểm tra, thay thế TBĐĐ (nếu có), lập biên bản có xác nhận của khách hàng (hoặc đại diện khách hàng).","1 ngày","02 ngày","03 ngày","04 ngày","C"
"Đối với TBĐĐ trên lưới tháo về, trong vòng bao nhiêu ngày đơn vị phải thực hiện phân loại TBĐĐ: Cháy, hỏng, lạc hậu kỹ thuật; gửi sửa chữa; gửi kiểm định theo quy định của EVN.","10 ngày","30 ngày","60 ngày","90 ngày","A"
"Trong thời gian tối đa bao nhiêu ngày ngày làm việc (đối với công tơ 1 pha) kể từ ngày nhận thiết bị, EVNHANOIETC phải hoàn thành xong công tác kiểm định và cập nhật đủ thông tin kiểm định trên hệ thống CMIS để trả thiết bị cho các đơn vị đưa vào sử dụng","20 ngày","30 ngày","60 ngày","90 ngày","A"
"Sau khi treo tháo công tơ 1 pha cho khách hàng sinh hoạt, nhân viên treo tháo phải thực hiện niêm phong","Booc công tơ bằng chì, hòm công tơ bằng chì","Booc công tơ bằng chì, hòm công tơ bằng khóa (tem vỡ, đánh đai)","Booc công tơ bằng chì, hòm công tơ không cần niêm phong","Booc công tơ không cần niêm phong, hòm công tơ bằng chì","B"
"Chì kiểm định công tơ (từ ngày 15/2/2026) thể hiện","Ngày, thàng, năm hết hạn kiểm định của công tơ","Ngày, thàng, năm kiểm định của công tơ","Thàng, năm hết hạn kiểm định của công tơ","Thàng, năm hết hạn kiểm định của công tơ","C"
"Định kỳ hàng năm trước ngày nào, các đơn vị chủ động đăng ký kế hoạch sử dụng TBĐĐ và vật tư phục vụ công tác kinh doanh điện năng năm tiếp theo với Tổng Công ty nhằm đáp ứng kịp thời nhu cầu lắp đặt, thay thế HTĐĐ","Trước ngày 30/7","Trước ngày 30/8","Trước ngày 30/6","Trước ngày 30/10","A"
"Trường hợp có nhu cầu kiểm định các TBĐĐ đang lắp đặt trên lưới, các đơn vị phải phối hợp với đơn vị nào trong quá trình thực hiện","Công ty Lưới điện cao thế TP Hà Nội","Công ty Công nghệ thông tin Điện lực Hà Nội","Công ty Thí nghiệm điện Điện lực Hà Nội","Ban Kinh doanh","C"
